Room,Current Residents,Key num,Total Last key,Keys on hook,Error,Other Codes,Notes,,,,,,,,,,,,,,,,,,
6,Staff,114GA,2,0,,,,,,,,,,,,,,,,,,,,,
6,2,99GA,3,2,,99GA,,,,,,,,,,,,,,,,,,,
6,1,88GA,2,2,,88GA,,,,,,,,,,,,,,,,,,,
6,1,,1,1,,GA87,,,,,,,,,,,,,,,,,,,
6,2,45GAX,3,0,,,,,,,,,,,,,,,,,,,,,
6,1,45GA,7,6,,45GA,,,,,,,,,,,,,,,,,,,
6,1,46GA,3,2,,46GA,,,,,,,,,,,,,,,,,,,
6,2,107GA,,1,,110GA,,,,,,,,,,,,,,,,,,,
6,Staff,103GA,3,0,,,,,,,,,,,,,,,,,,,,,
6,Staff,674456,,0,,,,,,,,,,,,,,,,,,,,,
6,Staff,118GA,3,0,,,,,,,,,,,,,,,,,,,,,
6,Staff,119GA,2,0,,,,,,,,,,,,,,,,,,,,,
6,2,68GA,3,1,,GA70,,,,,,,,,,,,,,,,,,,
6,2,109GA,3,0,,,,,,,,,,,,,,,,,,,,,
6,1,37GA,4,2,,37GA,,,,,,,,,,,,,,,,,,,
6,1,38GA,2,0,,,,,,,,,,,,,,,,,,,,,
6,2,996GA,4,2,,102GA,,,,,,,,,,,,,,,,,,,
6,1,102GA,4,3,,130GA,,,,,,,,,,,,,,,,,,,
6,1,124GA,4,1,,124GA,,,,,,,,,,,,,,,,,,,
6,Staff,113GA,0,,,,,,,,,,,,,,,,,,,,,,
5,3,79GA,,0,,N/A,,,,,,,,,,,,,,,,,,,
5,3,77GA ,,2,,77GA,,,,,,,,,,,,,,,,,,,
5,3,B3,,1,,B3,,,,,,,,,,,,,,,,,,,
5,,122GA,,,,,,,,,,,,,,,,,,,,,,,
5,3,122GA,,0,,N/A,,,,,,,,,,,,,,,,,,,
5,3,A64X,,5,,123GA/108GA,,,,,,,,,,,,,,,,,,,
5,3,,,0,,N/A,,,,,,,,,,,,,,,,,,,
5,2,120GA,,1,,120GA,,,,,,,,,,,,,,,,,,,
5,0,A6,3,3,0,,,,,,,,,,,,,,,,,,,,
5,3,72GA,,1,,72GA,,,,,,,,,,,,,,,,,,,
5,3,A6,,0,,A6,,,,,,,,,,,,,,,,,,,
5,3,22AA,,1,,22AA,,,,,,,,,,,,,,,,,,,
4,3,51GAX,,,,,,,,,,,,,,,,,,,,,,,
4,1,51GA,1,2,2,,,,,,,,,,,,,,,,,,,,
4,2,52GA,3,1,0,,,,,,,,,,,,,,,,,,,,
4,2,33GAX,,,,,,,,,,,,,,,,,,,,,,,
4,1,33GA,2,1,0,,,,,,,,,,,,,,,,,,,,
4,1,34GA,2,1,0,,,,,,,,,,,,,,,,,,,,
4,3,61GX,,,,,,,,,,,,,,,,,,,,,,,
4,1,61GA,3,0,-2,,,,,,,,,,,,,,,,,,,,
4,2,62GA,3,0,-1,,,,,,,,,,,,,,,,,,,,
4,3,49GAX,,,,,,,,,,,,,,,,,,,,,,,
4,1,49GA,2,1,0,,,,,,,,,,,,,,,,,,,,
4,2,50GA,2,1,1,,,,,,,,,,,,,,,,,,,,
4,2,35GAX,,,,,,,,,,,,,,,,,,,,,,,
4,1,35GA,3,0,-2,,,,,,,,,,,,,,,,,,,,
4,1,36GA,2,2,1,,,,,,,,,,,,,,,,,,,,
4,3,47GAX,,,,,,,,,,,,,,,,,,,,,,,
4,1,47GA,2,2,1,GA47 (1 key),,,,,,,,,,,,,,,,,,,
4,2,48GA,2,3,3,GA 48 (1),,,,,,,,,,,,,,,,,,,
4,3,55GAX,,,,,,,,,,,,,,,,,,,,,,,
4,1,55GA,1,1,1,,,,,,,,,,,,,,,,,,,,
4,2,56GA,3,1,0,,,,,,,,,,,,,,,,,,,,
4,2,30GAX,,,,,,,,,,,,,,,,,,,,,,,
4,1,30GA,3,1,-1,,,,,,,,,,,,,,,,,,,,
4,1,31GA,3,1,-1,,,,,,,,,,,,,,,,,,,,
4,2,53GAX,,,,,,,,,,,,,,,,,,,,,,,
4,1,53GA,2,1,0,,,,,,,,,,,,,,,,,,,,
4,2,54GA,3,3,2,,,,,,,,,,,,,,,,,,,,
4,3,125GAX,3,2,2,67GA (1) 10AA(1),,,,,,,,,,,,,,,,,,,
4,1,126GA,2,2,1,11AA (1) 204B (1),,,,,,,,,,,,,,,,,,,
4,2,127GA,2,0,0,,,,,,,,,,,,,,,,,,,,
4,3,63GAX,,,,,,,,,,,,,,,,,,,,,,,
4,1,63GA,3,2,0,,,,,,,,,,,,,,,,,,,,
4,2,64GA,4,1,-1,,,,,,,,,,,,,,,,,,,,
4,3,39GAX,,,,,,,,,,,,,,,,,,,,,,,
4,1,39GA,3,1,-1,,,,,,,,,,,,,,,,,,,,
4,2,GA40,4,6,4,,,,,,,,,,,,,,,,,,,,
3,1,H20,3,1,,H20,,,,,,,,,,,,,,,,,,,
3,1,H7,3,2,0,H7,,,,,,,,,,,,,,,,,,,
3,1,H31,2,1,0,H31,,,,,,,,,,,,,,,,,,,
3,1,H35,3,2,,H35,,,,,,,,,,,,,,,,,,,
3,1,H9,3,2,0,H9,,,,,,,,,,,,,,,,,,,
3,1,H36,2,1,0,H36,,,,,,,,,,,,,,,,,,,
3,2,H11,2,1,,H11,,,,,,,,,,,,,,,,,,,
3,1,H12,2,1,0,H12,,,,,,,,,,,,,,,,,,,
3,2,H13,4,2,0,H13,,,,,,,,,,,,,,,,,,,
3,2,H14,3,1,0,H14,,,,,,,,,,,,,,,,,,,
3,1,H26,2,3,,H4,,,,,,,,,,,,,,,,,,,
3,1,H25,4,3,0,H25,,,,,,,,,,,,,,,,,,,
3,1,H17,2,1,0,H17,,,,,,,,,,,,,,,,,,,
3,1,H32,3,2,0,H32,,,,,,,,,,,,,,,,,,,
3,2,H10,2,0,0,N/A,,,,,,,,,,,,,,,,,,,
3,1,H33,3,2,0,H33,,,,,,,,,,,,,,,,,,,
3,1,H34,2,1,0,H34,,,,,,,,,,,,,,,,,,,
3,2,H30,3,1,0,H30,,,,,,,,,,,,,,,,,,,
3,2,H21,3,1,0,H21,,,,,,,,,,,,,,,,,,,
3,2,H29,2,0,0,N/A,,,,,,,,,,,,,,,,,,,
3,2,H28,3,1,0,H18,,,,,,,,,,,,,,,,,,,
3,1,H27,3,2,0,H27,,,,,,,,,,,,,,,,,,,
3,2,H19,3,2,,H19,,,,,,,,,,,,,,,,,,,
3,1,H8,3,2,0,H8,,,,,,,,,,,,,,,,,,,
3,1,H24,2,1,0,H24,,,,,,,,,,,,,,,,,,,
3,1,H37,1,3,,H37,,,,,,,,,,,,,,,,,,,
3,2,H22,3,0,,N/A,,,,,,,,,,,,,,,,,,,
2,2,A52X,2,1,1,,,,,,,,,,,,,,,,,,,,
2,1,101GA,3,0,-2,A32,1,,,,,,,,,,,,,,,,,,
2,1,A15,2,1,0,,,,,,,,,,,,,,,,,,,,
2,1,A16,2,1,0,,,,,,,,,,,,,,,,,,,,
2,3,A64X,5,1,-1,A30,1,,,,,,,,,,,,,,,,,,
2,2,J29,,0,2,,,,,,,,,,,,,,,,,,,,
2,1,A19,4,2,-1,,,,,,,,,,,,,,,,,,,,
2,3,B86,4,1,0,,,,,,,,,,,,,,,,,,,,
2,1,A18,1,0,0,,,,,,,,,,,,,,,,,,,,
2,1,A11,3,1,-1,,,,,,,,,,,,,,,,,,,,
2,2,A27,3,1,0,B87,2,,,,,,,,,,,,,,,,,,
2,2,A34,3,1,0,,,,,,,,,,,,,,,,,,,,
2,1,A56,3,2,0,,,,,,,,,,,,,,,,,,,,
2,1,A31,2,1,0,,,,,,,,,,,,,,,,,,,,
2,1,A20,3,2,0,,,,,,,,,,,,,,,,,,,,
2,4,A10,5,0,-1,,,,,,,,,,,,,,,,,,,,
2,1,A21,3,2,0,,,,,,,,,,,,,,,,,,,,
2,0,A22,2,0,-2,,,,,,,,,,,,,,,,,,,,
2,2,B36,3,0,-1,A24,1,,,,,,,,,,,,,,,,,,
2,1,A24,2,0,-1,,,,,,,,,,,,,,,,,,,,
2,1,A25,2,1,0,,,,,,,,,,,,,,,,,,,,
2,3,A35,6,0,-3,,,,,,,,,,,,,,,,,,,,
2,1,A26,3,0,-2,B86=1 A90=2 B90=1,,,,,,,,,,,,,,,,,,,
2,1,A9,2,1,0,,,,,,,,,,,,,,,,,,,,
2,2,A12,3,1,0,,,,,,,,,,,,,,,,,,,,
1,4,AZL 102,4,8,8,f1/B19,,,,,,,,,,,,,,,,,,,
1,1,F26,1,1,1,,,,,,,,,,,,,,,,,,,,
1,1,F31,1,1,1,,,,,,,,,,,,,,,,,,,,
1,1,F17,2,1,0,,,,,,,,,,,,,,,,,,,,
1,1,F5,2,1,0,,,,,,,,,,,,,,,,,,,,
1,4,?,2,2,4,68863,,,,,,,,,,,,,,,,,,,
1,1,F6,1,2,2,61G1,,,,,,,,,,,,,,,,,,,
1,1,F13,2,1,0,,,,,,,,,,,,,,,,,,,,
1,1,F21,2,1,0,,,,,,,,,,,,,,,,,,,,
1,1,F19,2,1,0,F11,,,,,,,,,,,,,,,,,,,
1,4,?,2,2,4,36346,,,,,,,,,,,,,,,,,,,
1,1,F10,1,0,0,,,,,,,,,,,,,,,,,,,,
1,1,F16,2,1,0,,,,,,,,,,,,,,,,,,,,
1,1,F12,2,1,0,,,,,,,,,,,,,,,,,,,,
1,1,F7,2,1,0,,,,,,,,,,,,,,,,,,,,
1,Emergency,?,0,0,#VALUE!,,,,,,,,,,,,,,,,,,,,
1,4,?,2,2,4,75486,,,,,,,,,,,,,,,,,,,
1,1,F4,2,1,0,---,,,,,,,,,,,,,,,,,,,
1,1,F11,3,2,0,F14,,,,,,,,,,,,,,,,,,,
1,1,F30,3,2,0,,,,,,,,,,,,,,,,,,,,
1,1,F2,4,3,0,F3,,,,,,,,,,,,,,,,,,,
1,3,?,1,1,3,548546,,,,,,,,,,,,,,,,,,,
1,0,F18,3,3,,,,,,,,,,,,,,,,,,,,,
1,1,F9,1,1,1,F29,,,,,,,,,,,,,,,,,,,
1,1,F20,3,3,1,,,,,,,,,,,,,,,,,,,,
1,1,F28,3,2,0,,,,,,,,,,,,,,,,,,,,
1,4,?,1,1,4,685947,,,,,,,,,,,,,,,,,,,
1,1,F22,3,2,0,,,,,,,,,,,,,,,,,,,,
1,1,F23,3,3,1,,,,,,,,,,,,,,,,,,,,
1,1,F24,2,2,1,,,,,,,,,,,,,,,,,,,,
1,1,F8,1,0,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
